text,label
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಗೆ ದುರ್ಯೋಧನನ್ನು ನೋಡೋ ತವಕ ದರ್ಶನ್ ನೇ ಚಿತ್ರಕ್ಕೆ ನಾಲ್ಕು ನಿರ್ದೇಶಕರ ಕೈಚಳಕ,1
ದಕ್ಷಿಣ ಆಫ್ರಿಕಾಗೆ ಭಾರತದ ಕ್ರಿಕೆಟ್ ಪ್ರವಾಸ ಟೀಮ್ ಇಂಡಿಯಾಗೆ ಹೊಸ ಅನಾಲಿಸ್ಟ್,1
ರಲ್ಲಿ ಹೊಸ ಟೆಕ್ ಉತ್ಪನ್ನದಲ್ಲಿ ಅಪಾಯವಿದೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಬಾಲಿವುಡ್​ ಲೆಜೆಂಡ್​ ಆರ್​ ಡಿ ಬರ್ಮನ್​ ಬಗ್ಗೆ ನಿಮಗೆ ತಿಳಿಯದ ಕೆಲ ಕುತೂಹಲಕಾರಿ ಸಂಗತಿಗಳು,1
ಶತಕ ವೀರ ಪೃಥ್ವಿ ಶಾಗೆ ಕಾಂಡೋಮ್ ಕಂಪೆನಿ ವಿಶ್ ಮಾಡಿದ ಟ್ವೀಟ್ ಸಖತ್ ವೈರಲ್,1
ರಲ್ಲಿ ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ಹರಡಿದ ಸುಳ್ಳು ಆಡಿಯೋ ಕ್ಲಿಪ್,0
ರಲ್ಲಿ ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಹೊಸ ಹೂಡಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಶಿಯೋಮಿ mi mi lite ಬಿಡುಗಡೆ ಬೆಲೆ ವೈಶಿಷ್ಟ್ಯ ಮಾಹಿತಿ,1
ಇನ್​​​ಸ್ಟಾದಲ್ಲಿ ಪಂತ್ ಹವಾ ರಿಷಭ್ ಜೊತೆಗಿರುವ ಲೇಡಿ,1
ಹೊಸ ಶಿಕ್ಷಣ ನೀತಿಯ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಸಲ್ಮಾನ್​ ಖಾನ್​ ಬಾಲಿವುಡ್​ನ ಕೆಟ್ಟ ನಟ ಗೂಗಲ್​ಗೆ ಏಕೆನಿಸುತ್ತದೆ,1
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಹೊಸ ಆಲ್ಬಮ್ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಆಸೀಸ್ ವಿರುದ್ಧ ಮೊದಲ ಏಕದಿನ ಪಂದ್ಯದಿಂದ ಹಾರ್ದಿಕ್ ರಾಹುಲ್ ಔಟ್,1
ದೀಪಾವಳಿಗೆ ಬಂಪರ್​ ಕೊಡುಗೆ ಬಿಡುಗಡೆಯಾಯಿತು ಯಶ್​ ಹಾಗೂ ದರ್ಶನ್​ ಸಿನಿಮಾದ ಪೋಸ್ಟರ್​,1
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಹೊಸ ಯೋಜನೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಸದಸ್ಯರ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ರಲ್ಲಿ ಶಿಕ್ಷಣ ನೀತಿಯ ಬದಲಾವಣೆ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಕುಸಿತ ಸುಳ್ಳು ಸುದ್ದಿ,0
‘ಜೈ ಹಿಂದ್’ ಎಂದಿದ್ದಕ್ಕೆ ಪ್ರಿಯಾಂಕಾ ಚೋಪ್ರಾ ವಿರುದ್ಧವೇ ತಿರುಗಿ ಬಿದ್ದ ಪಾಕಿಗಳು,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಲಾಭದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಟ್ರೆಂಡಿಂಗ್​ನಲ್ಲಿದೆ ಸರ್ಕಾರಿ ಪ್ರಾಥಮಿಕ ಪಾಠಶಾಲೆ ಕಾಸರಗೋಡು ಶಾಲೆಯ ಮತ್ತೊಂದು ಹಾಡು,1
ಪುನೀತ್ ಪವನ್ ಒಡೆಯರ್ ಕಾಂಬಿನೇಷನ್ ಚಿತ್ರದ ಶೀರ್ಷಿಕೆ,1
ಬಿಜೆಪಿಗೆ ಸೇರುತ್ತಾರಾ ಮಳೆ ಹುಡುಗಿ ಪೂಜಾ ಗಾಂಧಿ,1
ನಟ ಹರ್ಷನ ಹಲ್ಲೆ ನಾಗಮಂಗಲದ ಹೋಟೆಲ್​ನಲ್ಲಿ ನಡೆದ ಘಟನೆ,1
ರಲ್ಲಿ ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಹೊಸ ಹೂಡಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಅಭಿಮಾನಿ ಭೇಟಿಯಾಗಿ ಧೈರ್ಯ ತುಂಬಿದ ಹ್ಯಾಟ್ರಿಕ್ ಹೀರೋ ಶಿವಣ್ಣ,1
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಸದಸ್ಯರ ಬಂಧನದ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಕಾನ್ಸ್ ಚಲನಚಿತ್ರೋತ್ಸವದಲ್ಲಿ ಬಾಲಿವುಡ್ ಬೆಡಗಿಯರು,1
ಕೃಥ ಚಿತ್ರದ ಬೇಬಿ ಡಾಲ್ ಆದ್ಯಾ ಹಾಡಿಗೆ ಲಕ್ಷ ವೀಕ್ಷಕರು,1
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಗೆಲುವಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಶಾಪಿಂಗ್​ ಮಾಲ್​ಗೂ ಲಗ್ಗೆಯಿಡುತ್ತಾ ಅಮೆಜಾನ್​ ಅಲೆಕ್ಸಾ,1
ದಕ್ಷಿಣ ಆಫ್ರಿಕಾ ವಿರುದ್ಧ ಮೊದಲ ಏಕದಿನ ಪಂದ್ಯದಲ್ಲಿ ಭಾರತಕ್ಕೆ ವಿಕೆಟ್​ಗಳ ಭರ್ಜರಿ ಜಯ,1
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಹೊಸ ಆಲ್ಬಮ್ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಶಾರುಖ್​ ಹಾಗೂ ಮಹೇಶ್​ ಬಾಬು ಇಬ್ಬರಿಗೂ ಇರುವ ಒಬ್ಬರೇ ಸ್ಟಾರ್​ ಅಭಿಮಾನಿ ಗೊತ್ತಾ,1
ರಲ್ಲಿ ಹೊಸ ಶಿಕ್ಷಣ ನೀತಿಯ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ಮಾ ರಂದು ಕನ್ನಡದಲ್ಲಿ ‘ಗಂಧದ ಕುಡಿ’ ಹಿಂದಿಯಲ್ಲಿ ‘ಚಂದನ್ ವನ್’ ತೆರೆಗೆ,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಯಶಸ್ಸಿನ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಟೆಕ್ ಕ್ಷೇತ್ರದಲ್ಲಿ ಹೊಸ ಸಾಧನೆ,1
ರಲ್ಲಿ ಸಿನೆಮಾ ನಟಿಯ ರಾಜಕೀಯ ಪ್ರವೇಶದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಹೊಸ ಆಲ್ಬಮ್ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಯಶ್​ ರಾಧಿಕಾಗೆ ಇದೆ ಲಾಲಿ ಹಬ್ಬ,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಯಶಸ್ಸಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಯಶಸ್ಸಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ವೇಗದ ಬೌಲರ್ ಮೊಹಮ್ಮದ್ ಶಮಿಗೆ ಅಪಘಾತ ತಲೆಗೆ ಹೊಲಿಗೆ,1
ಸಿನಿಮಾ ನಟನ ಹೊಸ ಚಿತ್ರ ಬಿಡುಗಡೆ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
photos ಯಾರಿಗಾಗಿ ಪ್ರಭಾಸ್​ ಸಾವಿರ ಮದುವೆ ಸಂಬಂಧಗಳನ್ನು ನಿರಾಕರಿಸಿದ್ದು​ ಹಾಗಾದರೆ ಅನುಷ್ಕಾ ಗತಿ,1
photo ಇಂಗ್ಲೆಂಡ್​ನಲ್ಲಿ ಸೆಲ್ಫಿ ಕ್ಲಿಕ್ಕಿಸಿ ಕ್ಲಿಕ್ ಆದ ಟೀಂ ಇಂಡಿಯಾ ಆಟಗಾರರು,1
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಹೊಸ ಯೋಜನೆ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ಆರ್ಥಿಕ ಹೂಡಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಅಪಾಯಗಳ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ಇಹಲೋಕ ತ್ಯಜಿಸಿದ ಭಾರತದ ಹಾಕಿ ಆಟಗಾರ ಸಂದೀಪ್ ಮೈಕಲ್,1
ರಾಸ್​ ಟೇಲರ್ ಆರ್ಭಟ ಸಚಿನ್ ಕೊಹ್ಲಿ ದಾಖಲೆಗಳು ಧೂಳೀಪಟ,1
ತವರಿನಲ್ಲಿ ಆಸೀಸ್ ವಿರುದ್ಧ ಸರಣಿ ಭಾರತ ತಂಡ ಪ್ರಕಟ ಕಾರ್ತಿಕ್ ಔಟ್ ರಾಹುಲ್​​ಗೆ ಅವಕಾಶ,1
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಸದಸ್ಯರ ಬಂಧನದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಸಿನಿಮಾ ನಟನ ಹೊಸ ಚಿತ್ರದಲ್ಲಿ ಅಭಿನಯದ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ಹರಡಿದ ಸುಳ್ಳು ವಿಡಿಯೋ ಕ್ಲಿಪ್,0
ಮಂಡ್ಯ ಬಸ್​ ದುರಂತ​ ಸಂತಾಪ ಸೂಚಿಸಿದ ಚಂದನವನದ ಕಲಾವಿದರು,1
ರಲ್ಲಿ ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಕುಸಿತದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಕುಸಿತದ ಬಗ್ಗೆ ತಪ್ಪು ಸುದ್ದಿ,0
ಶ್ರೀದೇವಿಗಾಗಿ ತಾಜ್​ಮಹಲ್ ಕಟ್ಟಿಸುವ ಇಚ್ಛೆ ಹೊಂದಿದ್ದರು ಬೋನಿ ಕಪೂರ್,1
live ಐಪಿಎಲ್ ಎಲಿಮಿನೇಟರ್ ಕೋಲ್ಕತ್ತಾ vs ರಾಜಸ್ಥಾನ್​​ ಕೋಲ್ಕತ್ತಾಗೆ ರನ್​ಗಳ ಭರ್ಜರಿ ಜಯ,1
ಅಫ್ಘಾನ್ ಆಟಗಾರರ ಫಿಟ್​ನೆಸ್​ಗೆ ಸ್ಪೂರ್ತಿ ಟೀಂ ಇಂಡಿಯಾ ಕ್ರಿಕೆಟಿಗನಂತೆ,1
ಆರ್ಥಿಕ ಹೂಡಿಕೆ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಹೊಸ ಯೋಜನೆ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಸಿನಿಮಾ ನಟನ ರಾಜಕೀಯ ಪಕ್ಷ ಸೇರಿದ್ದ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
video ಸುದೀಪ್​ ಮನವಿಗೆ ಮನೆಗೆ ಮರಳಿದ ಮಣಿಕಂಠನ ಮನದಾಳದ ಮಾತುಗಳು,1
ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಹೊಸ ಸಂಗೀತ ಕಾರ್ಯಕ್ರಮದ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆ ಯಶಸ್ವಿಯಾಗಿದೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಗೆಲುವಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಶಿವಣ್ಣನ ಹುಟ್ಟುಹಬ್ಬಕ್ಕೆ ಕ್ಷಣಗಣನೆ ಆರಂಭ ಸಿದ್ಧಗೊಳ್ಳುತ್ತಿದೆ ಗುಲಾಬಿ ಬಣ್ಣದ ಅಡಿ ಕೇಕ್​,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಲಾಭದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಸಿನಿ ಗಾಸಿಪ್,1
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಗೆಲುವಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ದೇಶದ ಅತಿವೇಗದ ರೈಲು ಟ್ರೈನ್​ ವಿಶೇಷತೆಗಳೇನು,1
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಹೊಸ ಸಂಗೀತ ಕಾರ್ಯಕ್ರಮದ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ಜಗತ್ತಿಗೆ ಬ್ಯಾಟಿಂಗ್ ಬೌಲಿಂಗ್ ಹೇಳಿಕೊಟ್ಟ ಆಂಗ್ಲರಿಗೆ ನೇ ಟೆಸ್ಟ್​​,1
ಸಾಹಸಸಿಂಹ ವಿಷ್ಣು ಕನಸಿನ ಪಾತ್ರದಲ್ಲಿ ಮಿಂಚಲಿದ್ದಾರೆ ದರ್ಶನ್​,1
photos ಬೇಫಿಕ್ರೆ ನಟಿ ವಾಣಿ ಕಪೂರ್​ ಬಿಂದಾಸ್​ ಫೋಟೋ ಶೂಟ್​​,1
ವಿನ್ಯಾಸ ಬದಲಿಸಿದ ವಾಟ್ಸ್​​ಆ್ಯಪ್​ ಹೊಸ ಅಪ್​ಡೇಟ್​ನಲ್ಲಿ ಸಿಗಲಿದೆ ಮತ್ತಷ್ಟು ಆಯ್ಕೆ,1
ಕಣ್ಸನ್ನೆ ಹುಡುಗಿ ಪ್ರಿಯಾ ವಾರಿಯರ್​ ಲಿಪ್​ ಲಾಕ್​ ದೃಶ್ಯ ವೈರಲ್,1
ರಲ್ಲಿ ಕ್ರಿಕೆಟ್ ತಂಡದ ನಾಯಕನ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
aero india ತೇಜಸ್​​​ನಲ್ಲಿ ಹಾರಾಟ ನಡೆಸಿದ ಪಿ ವಿ ಸಿಂಧು ಇಲ್ಲಿವೆ ಕೆಲ ಚಿತ್ರಪಟಗಳು,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಅಪಾಯಗಳ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಯಶಸ್ಸಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಖಳನಾಯಕ್ ಸಲ್ಲು ಡಲ್ಲು ಸಂಜು ತೆರೆಕಂಡ ಮೂರು ದಿನದಲ್ಲೇ ಕೋಟಿ ಗಳಿಕೆ,1
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಸದಸ್ಯರ ಬಂಧನದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಫಿಫಾ ವಿಶ್ವಕಪ್ ಮೊದಲ ಕ್ವಾರ್ಟರ್​ ಫೈನಲ್​ನಲ್ಲಿ ಫ್ರಾನ್ಸ್​​ ಉರುಗ್ವೆ ಸೆಣೆಸಾಟ,1
ಮಾಧುರಿ ದೀಕ್ಷಿತ್​ ಅಭಿನಯದ ಮೊದಲ ಮರಾಠಿ ಸಿನಿಮಾ ಬಕೆಟ್​ ಲಿಸ್ಟ್​ ಟ್ರೇಲರ್​ ಬಿಡುಗಡೆ,1
ಚೈನಾದಲ್ಲಿ ಸಾವಿರಕ್ಕೂ ಹೆಚ್ಚು ಸ್ಕ್ರೀನ್​ ಪ್ರದರ್ಶನಗೊಳ್ಳುತ್ತಿರುವ ಅಕ್ಷಯ್​ ಕುಮಾರ್​ ಸಿನಿಮಾ,1
ಅಂಬಿ ಪುಣ್ಯ ತಿಥಿಯಲ್ಲಿ ಭಾಗಿಯಾದ ಯಶ್​ ಕೆ ಜಿ ಎಫ್​ ಗೆಲುವಿನ ಜತೆಗೆ ಅಣ್ಣನನ್ನು ನೆನಪಿಸಿಕೊಂಡ ರಾಕಿಂಗ್​ ಸ್ಟಾರ್​,1
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಹೊಸ ಸಂಗೀತ ಕಾರ್ಯಕ್ರಮದ ಬಗ್ಗೆ ಸುಳ್ಳು ವರದಿ,0
ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ಹೊಸ ಶಿಕ್ಷಣ ನೀತಿಯ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ರಲ್ಲಿ ಆರ್ಥಿಕ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಹೂಡಿಕೆದಾರರ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಆಸೀಸ್ ಸರಣಿಯಲ್ಲಿ ರಿಷಭ್ ಕೀಪಿಂಗ್ ಬ್ಯಾಟಿಂಗ್ ಜೊತೆ ಸ್ಲೆಡ್ಜಿಂಗ್ ​​​ನಲ್ಲೂ ಮಿಂಚಿದ ಪಂತ್,1
ಕಾಲೆಳೆದ ಕ್ರಿಕೆಟಿಗನಿಗೆ ವಿರಾಟ್ ಕೊಹ್ಲಿ ಕೊಟ್ರು ತಿರುಗಿ ನೋಡುವಂತಹ ತಿರುಗೇಟು,1
ಸದ್ದಿಲ್ಲದೇ ಶುರುವಾಯಿತು ಕೋಟಿಗೊಬ್ಬ ಕಿಚ್ಚ ಸುದೀಪ್ ಬಿಟ್ಟು ಚಿತ್ರೀಕರಣ ಆರಂಭ,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಪರಿಣಾಮಗಳ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ವಿಶ್ವ ಸೈಕ್ಲಿಂಗ್​ನಲ್ಲಿ ಭಾರತದ ಹೊಸ ಆಧ್ಯಾಯ ಬೆಳ್ಳಿ ಗೆದ್ದ ಇಸೋ ಆಲ್ಬೆನ್,1
ರಲ್ಲಿ ರಾಜಕೀಯ ಪಕ್ಷದ ಗೆಲುವಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ಹರಡಿದ ಸುಳ್ಳು ವಿಡಿಯೋ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಹೊಸ ಯೋಜನೆ ಯಶಸ್ವಿಯಾಗಿದೆ ತಪ್ಪು ಸುದ್ದಿ,0
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಯಶಸ್ಸಿನ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ಸ್ಯಾಮ್ಸಂಗ್​ನ ಮೊಬೈಲ್​ ವೀಡಿಯೋ ಲೀಕ್​,1
ಏಷ್ಯಾ ಕಪ್​​ನಲ್ಲಿ ಸೋಲು ಕೊಹ್ಲಿ ವೆಬ್​​ಸೈಟ್ ಹ್ಯಾಕ್ ಮಾಡಿ ಎಚ್ಚರಿಕೆ ನೀಡಿದ ಬಾಂಗ್ಲಾ ಅಭಿಮಾನಿಗಳು,1
ಐಪಿಎಲ್ ರಾಜಸ್ಥಾನ್ ರಾಯಲ್ಸ್ ಕೋಲ್ಕತ್ತಾ ನೈಟ್ ರೈಡರ್ಸ್ ಪಂದ್ಯಗಳ ನಡುವಣ ಕೆಲ ಫೋಟೋಗಳು,1
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಬಂಧನದ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಹೊಸ ಆಲ್ಬಮ್ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಶತಕದ ಸಾಧನೆ ಮಾಡಿದ ಪೃಥ್ವಿ ಶಾ ಕೋಚ್ ದ್ರಾವಿಡ್ ಬಗ್ಗೆ ಹೇಳಿದ್ದೇನು,1
yajamana box office collection ಐದು ದಿನಕ್ಕೆ ಕೋಟಿ ಗಳಿಸಿದ್ಯಾ ಡಿ ಬಾಸ್​ ಸಿನಿಮಾ ಶೀಘ್ರದಲ್ಲೇ ಅಮೆಜಾನ್​ ಪ್ರೈಮ್​ನಲ್ಲಿ ಯಜಮಾನ,1
ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಹೊಸ ಆಲ್ಬಮ್ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಒಂದೇ ಚಿತ್ರದಲ್ಲಿ ಯಶ್ ಪ್ರಭಾಸ್ ಖ್ಯಾತ ಬಾಲಿವುಡ್​ ನಿರ್ದೇಶಕನ ಸಿನಿಮಾದಲ್ಲಿ ದಕ್ಷಿಣ ಭಾರತದ ನಟರು,1
ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಅಪಾಯಗಳ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಸಾವನ್ನೇ ಗೆದ್ದು ಸ್ವದೇಶಕ್ಕೆ ಮರಳಿದ ಬಾಲಿವುಡ್ ನಟಿ ಸೋನಾಲಿ ಬೇಂದ್ರೆ,1
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ರಾಜೀನಾಮೆ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ರಲ್ಲಿ ಆರ್ಥಿಕ ಹೂಡಿಕೆ ಬಗ್ಗೆ ಸುಳ್ಳು ಮಾಹಿತಿ,0
ದೀಪಿಕಾ ಪಡುಕೋಣೆ ಶಿರಚ್ಛೇದನಕ್ಕೆ ಕೋಟಿ ಬಿಜೆಪಿ ನಾಯಕ ಪೊಲೀಸರ ವಶಕ್ಕೆ,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸಂಶೋಧನೆಯ ಯಶಸ್ಸಿನ ಬಗ್ಗೆ ತಪ್ಪು ಮಾಹಿತಿ,0
ಮನೆ ಖರೀದಿಸುವವರಿಗೆ ಶುಭ ಸುದ್ದಿ ಮುಂದಿನ ತಿಂಗಳು ಮೋದಿ ಸರ್ಕಾರ ನೀಡಲಿದೆ ಸಿಹಿ ಸುದ್ದಿ,1
ಕರಣ್​ ಜೋಹರ್​ ಸಿನಿಮಾ ಕಲಂಕ್ ಸೆಟ್​ನಲ್ಲಿ ಕಾಣಿಸಿಕೊಂಡ ಮಾಧುರಿ ದೀಕ್ಷಿತ್​,1
ರಲ್ಲಿ ವೈದ್ಯಕೀಯ ಉತ್ಪನ್ನದ ಲಾಭದ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
news reel movie awards ರೀಲ್​ ಮೂವಿ ಅವಾರ್ಡ್​ನ ಸವಿ ನೆನಪುಗಳು,1
ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ಹರಡಿದ ಸುಳ್ಳು ಆಡಿಯೋ ಕ್ಲಿಪ್,0
ಸಿನಿಮಾ ನಟಿಯ ಹೊಸ ಚಿತ್ರ ಬಿಡುಗಡೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ಬಗ್ಗೆ ಸುಳ್ಳು ಗಾಸಿಪ್,0
ರಲ್ಲಿ ಆರ್ಥಿಕ ಹೂಡಿಕೆ ಬಗ್ಗೆ ತಪ್ಪು ವರದಿ,0
ಮಹಿಳಾ ವಿಶ್ವ ಬಾಕ್ಸಿಂಗ್ ಸೆಮಿ ಫೈನಲ್​​ಗೆ ಲಗ್ಗೆಯಿಟ್ಟ ಮೇರಿ ಕೋಮ್,1
ಮಧ್ಯಪ್ರದೇಶ ಹಾಗೂ ರಾಜಸ್ತಾನದ ರಾಜ್ಯ ಸರ್ಕಾರವನ್ನು ತರಾಟೆಗೆ ತೆಗೆದುಕೊಂಡ ಸುಪ್ರೀಂಕೋರ್ಟ್​,1
ಪ್ರಸಿದ್ಧ ಗಾಯಕನ ವಿವಾಹದ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ರಾಜಕೀಯ ನಾಯಕನ ಬಂಧನದ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ಸಿನಿಮಾ ನಟಿಯ ವಿವಾಹದ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
ರಲ್ಲಿ ಪ್ರಸಿದ್ಧ ನಟಿಯ ರಾಜಕೀಯ ಪ್ರವೇಶದ ಬಗ್ಗೆ ಸುಳ್ಳು ಸುದ್ದಿ,0
